"","parameter_type","source_taxon","target_taxon","value","significance","MCMC_std"
"144","interaction","OTU 7","OTU 15",-9.22125892959603e-09,NA,NA
"145","interaction","OTU 8","OTU 0",-1.10882430479196e-07,NA,NA
"146","interaction","OTU 8","OTU 1",-1.94948032469111e-07,NA,NA
"147","interaction","OTU 8","OTU 2",-5.42004407596625e-08,NA,NA
"148","interaction","OTU 8","OTU 3",-1.53731150015174e-07,NA,NA
"149","interaction","OTU 8","OTU 4",-7.52594628566572e-11,NA,NA
"150","interaction","OTU 8","OTU 5",-1.40930397715334e-07,NA,NA
"151","interaction","OTU 8","OTU 6",-2.38461552182195e-07,NA,NA
"152","interaction","OTU 8","OTU 7",-3.38342234039104e-08,NA,NA
"153","interaction","OTU 8","OTU 8",-2.19805479434125e-07,NA,NA
"154","interaction","OTU 8","OTU 9",-1.62010380692277e-07,NA,NA
"155","interaction","OTU 8","OTU 10",-4.01448274170554e-08,NA,NA
"156","interaction","OTU 8","OTU 11",-2.51829414656608e-07,NA,NA
"157","interaction","OTU 8","OTU 12",-2.50804341783261e-07,NA,NA
"158","interaction","OTU 8","OTU 13",0,NA,NA
"159","interaction","OTU 8","OTU 14",-2.67369067134093e-07,NA,NA
"160","interaction","OTU 8","OTU 15",-2.43311647987432e-07,NA,NA
"161","interaction","OTU 9","OTU 0",1.17604985550592e-08,NA,NA
"162","interaction","OTU 9","OTU 1",-2.54063908908373e-08,NA,NA
"163","interaction","OTU 9","OTU 2",3.49193558675516e-09,NA,NA
"164","interaction","OTU 9","OTU 3",-9.6321970916651e-09,NA,NA
"165","interaction","OTU 9","OTU 4",-6.49615127106278e-10,NA,NA
"166","interaction","OTU 9","OTU 5",-1.71098446818812e-10,NA,NA
"167","interaction","OTU 9","OTU 6",-1.93108797319443e-08,NA,NA
"168","interaction","OTU 9","OTU 7",-5.07206473764096e-09,NA,NA
"169","interaction","OTU 9","OTU 8",2.03640521138847e-07,NA,NA
"170","interaction","OTU 9","OTU 9",-1.55727522757737e-08,NA,NA
"171","interaction","OTU 9","OTU 10",8.18455879583472e-09,NA,NA
"172","interaction","OTU 9","OTU 11",-5.6968759202244e-08,NA,NA
"173","interaction","OTU 9","OTU 12",-7.71951770397016e-09,NA,NA
"174","interaction","OTU 9","OTU 13",0,NA,NA
"175","interaction","OTU 9","OTU 14",-6.48372033930411e-08,NA,NA
"176","interaction","OTU 9","OTU 15",8.38720847961037e-09,NA,NA
"177","interaction","OTU 10","OTU 0",1.7268452691805e-08,NA,NA
"178","interaction","OTU 10","OTU 1",-4.75361409357121e-07,NA,NA
"179","interaction","OTU 10","OTU 2",5.87227404583461e-08,NA,NA
"180","interaction","OTU 10","OTU 3",6.84962437651355e-07,NA,NA
"181","interaction","OTU 10","OTU 4",-3.20449411664493e-09,NA,NA
"182","interaction","OTU 10","OTU 5",-8.4960595388962e-08,NA,NA
"183","interaction","OTU 10","OTU 6",-5.86105658405214e-07,NA,NA
"184","interaction","OTU 10","OTU 7",-1.09557041166176e-07,NA,NA
"185","interaction","OTU 10","OTU 8",3.95208793574325e-08,NA,NA
"186","interaction","OTU 10","OTU 9",-3.49954977173945e-07,NA,NA
"187","interaction","OTU 10","OTU 10",9.17409986128976e-08,NA,NA
"188","interaction","OTU 10","OTU 11",-4.96552453640391e-07,NA,NA
"189","interaction","OTU 10","OTU 12",-1.01677777990977e-07,NA,NA
"190","interaction","OTU 10","OTU 13",0,NA,NA
"191","interaction","OTU 10","OTU 14",1.28234479908673e-06,NA,NA
"192","interaction","OTU 10","OTU 15",1.32590503076278e-08,NA,NA
"193","interaction","OTU 11","OTU 0",-6.17242170954149e-09,NA,NA
"194","interaction","OTU 11","OTU 1",-1.16909770214413e-08,NA,NA
"195","interaction","OTU 11","OTU 2",-3.38513666775575e-09,NA,NA
"196","interaction","OTU 11","OTU 3",-5.30839067825662e-08,NA,NA
"197","interaction","OTU 11","OTU 4",4.05295501076594e-10,NA,NA
"198","interaction","OTU 11","OTU 5",3.07823913206186e-10,NA,NA
"199","interaction","OTU 11","OTU 6",-7.89623962662332e-09,NA,NA
"200","interaction","OTU 11","OTU 7",1.22250070275925e-09,NA,NA
"201","interaction","OTU 11","OTU 8",2.99143911294626e-09,NA,NA
"202","interaction","OTU 11","OTU 9",-5.75420653456245e-09,NA,NA
"203","interaction","OTU 11","OTU 10",-2.34208942296435e-08,NA,NA
"204","interaction","OTU 11","OTU 11",-5.26041196508517e-09,NA,NA
"205","interaction","OTU 11","OTU 12",-5.20293834769378e-08,NA,NA
"206","interaction","OTU 11","OTU 13",0,NA,NA
"207","interaction","OTU 11","OTU 14",-4.37963031777025e-08,NA,NA
"208","interaction","OTU 11","OTU 15",-3.9435169170936e-09,NA,NA
"209","interaction","OTU 12","OTU 0",0,NA,NA
"210","interaction","OTU 12","OTU 1",1.38736650082964e-09,NA,NA
"211","interaction","OTU 12","OTU 2",-2.97568233831107e-09,NA,NA
"212","interaction","OTU 12","OTU 3",-8.78027715774223e-09,NA,NA
"213","interaction","OTU 12","OTU 4",-4.60439391972813e-11,NA,NA
"214","interaction","OTU 12","OTU 5",-1.25625416374013e-09,NA,NA
"215","interaction","OTU 12","OTU 6",2.00044007796295e-09,NA,NA
"216","interaction","OTU 12","OTU 7",-4.42539054067462e-10,NA,NA
"217","interaction","OTU 12","OTU 8",0,NA,NA
"218","interaction","OTU 12","OTU 9",-5.61125081610603e-11,NA,NA
"219","interaction","OTU 12","OTU 10",-2.38502558279664e-10,NA,NA
"220","interaction","OTU 12","OTU 11",2.84041657839432e-10,NA,NA
"221","interaction","OTU 12","OTU 12",1.00604361649654e-09,NA,NA
"222","interaction","OTU 12","OTU 13",0,NA,NA
"223","interaction","OTU 12","OTU 14",1.34811757241471e-09,NA,NA
"224","interaction","OTU 12","OTU 15",6.42715158638932e-12,NA,NA
"225","interaction","OTU 13","OTU 0",-2.36953078870461e-08,NA,NA
"226","interaction","OTU 13","OTU 1",-2.49322637532255e-08,NA,NA
"227","interaction","OTU 13","OTU 2",-2.25700930959811e-08,NA,NA
"228","interaction","OTU 13","OTU 3",-7.96435795463189e-08,NA,NA
"229","interaction","OTU 13","OTU 4",-4.69836523865668e-11,NA,NA
"230","interaction","OTU 13","OTU 5",-3.01106628530882e-08,NA,NA
"231","interaction","OTU 13","OTU 6",-2.76569303153974e-08,NA,NA
"232","interaction","OTU 13","OTU 7",-1.27181183520082e-08,NA,NA
"233","interaction","OTU 13","OTU 8",-4.66877680317397e-08,NA,NA
"234","interaction","OTU 13","OTU 9",-8.88929642920757e-09,NA,NA
"235","interaction","OTU 13","OTU 10",-1.71996027693812e-08,NA,NA
"236","interaction","OTU 13","OTU 11",-2.61565025845865e-08,NA,NA
"237","interaction","OTU 13","OTU 12",-4.19022189022269e-08,NA,NA
"238","interaction","OTU 13","OTU 13",0,NA,NA
"239","interaction","OTU 13","OTU 14",-1.01197911590561e-07,NA,NA
"240","interaction","OTU 13","OTU 15",-6.2226109408483e-08,NA,NA
"241","interaction","OTU 14","OTU 0",6.25179945104203e-09,NA,NA
"242","interaction","OTU 14","OTU 1",1.84205596879615e-08,NA,NA
"243","interaction","OTU 14","OTU 2",-1.4586935217704e-09,NA,NA
"244","interaction","OTU 14","OTU 3",0,NA,NA
"245","interaction","OTU 14","OTU 4",-1.58333159063289e-10,NA,NA
"246","interaction","OTU 14","OTU 5",-9.65286248714556e-10,NA,NA
"247","interaction","OTU 14","OTU 6",2.47841045704563e-08,NA,NA
"248","interaction","OTU 14","OTU 7",-1.28333904028429e-09,NA,NA
"249","interaction","OTU 14","OTU 8",2.50197498542909e-08,NA,NA
"250","interaction","OTU 14","OTU 9",1.71732811307812e-08,NA,NA
"251","interaction","OTU 14","OTU 10",3.15913023283495e-10,NA,NA
"252","interaction","OTU 14","OTU 11",3.58086115793068e-08,NA,NA
"253","interaction","OTU 14","OTU 12",5.34979831427606e-08,NA,NA
"254","interaction","OTU 14","OTU 13",0,NA,NA
"255","interaction","OTU 14","OTU 14",-1.43223922388811e-10,NA,NA
"256","interaction","OTU 14","OTU 15",1.74553963491367e-09,NA,NA
"257","interaction","OTU 15","OTU 0",-2.85830265876153e-09,NA,NA
"258","interaction","OTU 15","OTU 1",-5.0490077598962e-09,NA,NA
"259","interaction","OTU 15","OTU 2",-2.55116169285272e-09,NA,NA
"260","interaction","OTU 15","OTU 3",-7.50000261495738e-09,NA,NA
"261","interaction","OTU 15","OTU 4",1.0432560905043e-11,NA,NA
"262","interaction","OTU 15","OTU 5",-2.8092132804047e-09,NA,NA
"263","interaction","OTU 15","OTU 6",-5.87417606043889e-09,NA,NA
"264","interaction","OTU 15","OTU 7",-5.51577140555018e-10,NA,NA
"265","interaction","OTU 15","OTU 8",-6.3924257857622e-09,NA,NA
"266","interaction","OTU 15","OTU 9",-2.98764757748604e-09,NA,NA
"267","interaction","OTU 15","OTU 10",-1.25221950430688e-09,NA,NA
"268","interaction","OTU 15","OTU 11",-6.29898848021801e-09,NA,NA
"269","interaction","OTU 15","OTU 12",-9.24371468388893e-09,NA,NA
"270","interaction","OTU 15","OTU 13",0,NA,NA
"271","interaction","OTU 15","OTU 14",-3.94832622368305e-09,NA,NA
"272","interaction","OTU 15","OTU 15",-6.32168385963404e-09,NA,NA
