9.759000729485332037e-01,-4.879500364742666435e-02,-4.879500364742666435e-02,-4.879500364742666435e-02,-4.879500364742666435e-02,-4.879500364742666435e-02,-4.879500364742666435e-02,-4.879500364742666435e-02,-4.879500364742666435e-02,-4.879500364742666435e-02,-4.879500364742666435e-02,-4.879500364742666435e-02,-4.879500364742666435e-02,-4.879500364742666435e-02,-4.879500364742666435e-02,-4.879500364742666435e-02,-4.879500364742666435e-02,-4.879500364742666435e-02,-4.879500364742666435e-02,-4.879500364742666435e-02,-4.879500364742666435e-02
0.000000000000000000e+00,5.322906474223769724e-01,5.322906474223769724e-01,5.322906474223769724e-01,-9.393364366277241750e-02,-9.393364366277241750e-02,-9.393364366277241750e-02,-9.393364366277241750e-02,-9.393364366277241750e-02,-9.393364366277241750e-02,-9.393364366277241750e-02,-9.393364366277241750e-02,-9.393364366277241750e-02,-9.393364366277241750e-02,-9.393364366277241750e-02,-9.393364366277241750e-02,-9.393364366277241750e-02,-9.393364366277241750e-02,-9.393364366277241750e-02,-9.393364366277241750e-02,-9.393364366277241750e-02
0.000000000000000000e+00,8.164965809277260345e-01,-4.082482904638630172e-01,-4.082482904638630172e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.701425001453318764e-01,-6.063390625908324227e-02,-6.063390625908324227e-02,-6.063390625908324227e-02,-6.063390625908324227e-02,-6.063390625908324227e-02,-6.063390625908324227e-02,-6.063390625908324227e-02,-6.063390625908324227e-02,-6.063390625908324227e-02,-6.063390625908324227e-02,-6.063390625908324227e-02,-6.063390625908324227e-02,-6.063390625908324227e-02,-6.063390625908324227e-02,-6.063390625908324227e-02,-6.063390625908324227e-02
0.000000000000000000e+00,0.000000000000000000e+00,7.071067811865475727e-01,-7.071067811865475727e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.660254037844385966e-01,-2.886751345948128655e-01,-2.886751345948128655e-01,-2.886751345948128655e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.330127018922192983e-01,4.330127018922192983e-01,4.330127018922192983e-01,4.330127018922192983e-01,-1.443375672974064328e-01,-1.443375672974064328e-01,-1.443375672974064328e-01,-1.443375672974064328e-01,-1.443375672974064328e-01,-1.443375672974064328e-01,-1.443375672974064328e-01,-1.443375672974064328e-01,-1.443375672974064328e-01,-1.443375672974064328e-01,-1.443375672974064328e-01,-1.443375672974064328e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.164965809277260345e-01,-4.082482904638630172e-01,-4.082482904638630172e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.574271077563381027e-01,-8.703882797784892600e-02,-8.703882797784892600e-02,-8.703882797784892600e-02,-8.703882797784892600e-02,-8.703882797784892600e-02,-8.703882797784892600e-02,-8.703882797784892600e-02,-8.703882797784892600e-02,-8.703882797784892600e-02,-8.703882797784892600e-02,-8.703882797784892600e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.071067811865475727e-01,-7.071067811865475727e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.923659639173308955e-01,4.923659639173308955e-01,4.923659639173308955e-01,-1.846372364689990997e-01,-1.846372364689990997e-01,-1.846372364689990997e-01,-1.846372364689990997e-01,-1.846372364689990997e-01,-1.846372364689990997e-01,-1.846372364689990997e-01,-1.846372364689990997e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.164965809277260345e-01,-4.082482904638630172e-01,-4.082482904638630172e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.123724356957944703e-01,6.123724356957944703e-01,-2.041241452319314809e-01,-2.041241452319314809e-01,-2.041241452319314809e-01,-2.041241452319314809e-01,-2.041241452319314809e-01,-2.041241452319314809e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.071067811865475727e-01,-7.071067811865475727e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
