9.682458365518542553e-01,-6.454972243679028832e-02,-6.454972243679028832e-02,-6.454972243679028832e-02,-6.454972243679028832e-02,-6.454972243679028832e-02,-6.454972243679028832e-02,-6.454972243679028832e-02,-6.454972243679028832e-02,-6.454972243679028832e-02,-6.454972243679028832e-02,-6.454972243679028832e-02,-6.454972243679028832e-02,-6.454972243679028832e-02,-6.454972243679028832e-02,-6.454972243679028832e-02
0.000000000000000000e+00,6.582805886043833210e-01,6.582805886043833210e-01,-1.012739367083666658e-01,-1.012739367083666658e-01,-1.012739367083666658e-01,-1.012739367083666658e-01,-1.012739367083666658e-01,-1.012739367083666658e-01,-1.012739367083666658e-01,-1.012739367083666658e-01,-1.012739367083666658e-01,-1.012739367083666658e-01,-1.012739367083666658e-01,-1.012739367083666658e-01,-1.012739367083666658e-01
0.000000000000000000e+00,7.071067811865475727e-01,-7.071067811865475727e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.063696835418332043e-01,5.063696835418332043e-01,5.063696835418332043e-01,-1.519109050625500057e-01,-1.519109050625500057e-01,-1.519109050625500057e-01,-1.519109050625500057e-01,-1.519109050625500057e-01,-1.519109050625500057e-01,-1.519109050625500057e-01,-1.519109050625500057e-01,-1.519109050625500057e-01,-1.519109050625500057e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.164965809277260345e-01,-4.082482904638630172e-01,-4.082482904638630172e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.486832980505137680e-01,-1.054092553389459619e-01,-1.054092553389459619e-01,-1.054092553389459619e-01,-1.054092553389459619e-01,-1.054092553389459619e-01,-1.054092553389459619e-01,-1.054092553389459619e-01,-1.054092553389459619e-01,-1.054092553389459619e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.071067811865475727e-01,-7.071067811865475727e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.236095644623235179e-01,6.236095644623235179e-01,-1.781741612749495607e-01,-1.781741612749495607e-01,-1.781741612749495607e-01,-1.781741612749495607e-01,-1.781741612749495607e-01,-1.781741612749495607e-01,-1.781741612749495607e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.071067811865475727e-01,-7.071067811865475727e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.976143046671967829e-01,5.976143046671967829e-01,-2.390457218668787243e-01,-2.390457218668787243e-01,-2.390457218668787243e-01,-2.390457218668787243e-01,-2.390457218668787243e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.071067811865475727e-01,-7.071067811865475727e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.944271909999158554e-01,-2.236067977499789639e-01,-2.236067977499789639e-01,-2.236067977499789639e-01,-2.236067977499789639e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.660254037844385966e-01,-2.886751345948128655e-01,-2.886751345948128655e-01,-2.886751345948128655e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.164965809277260345e-01,-4.082482904638630172e-01,-4.082482904638630172e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.071067811865475727e-01,-7.071067811865475727e-01
